img_id,img_name,W,H,num_gt_valid,num_gt_ignore,num_small_lt24,num_tiny_lt16,ratio_small
288,traina323.jpg,512,512,3,0,0,0,0.0
289,traina338.jpg,512,512,10,0,0,0,0.0
290,traina341.jpg,512,512,8,0,0,0,0.0
291,traina347.jpg,512,512,3,0,0,0,0.0
292,traina352.jpg,512,512,6,0,0,0,0.0
293,traina358.jpg,512,512,6,0,0,0,0.0
294,traina4.jpg,512,512,5,0,0,0,0.0
295,traina47.jpg,512,512,3,0,0,0,0.0
296,traina53.jpg,512,512,7,0,0,0,0.0
297,traina60.jpg,512,512,2,0,0,0,0.0
298,traina64.jpg,512,512,5,0,0,0,0.0
299,traina66.jpg,512,512,6,0,0,0,0.0
300,traina73.jpg,512,512,14,0,0,0,0.0
301,traina80.jpg,512,512,20,0,1,0,0.05
302,traina85.jpg,512,512,13,0,0,0,0.0
303,traina89.jpg,512,512,7,0,0,0,0.0
304,traina96.jpg,512,512,2,0,0,0,0.0
