dataset,split_name,position,img_id,img_name
visdrone,V_active_budget_m2_safe100,56,187,0000269_00001_d_0000348.jpg
visdrone,V_active_budget_m2_safe100,57,215,0000271_07201_d_0000408.jpg
visdrone,V_active_budget_m2_safe100,58,217,0000273_05601_d_0000466.jpg
visdrone,V_active_budget_m2_safe100,59,224,0000276_01801_d_0000516.jpg
visdrone,V_active_budget_m2_safe100,60,227,0000276_02401_d_0000519.jpg
visdrone,V_active_budget_m2_safe100,61,228,0000276_02601_d_0000520.jpg
visdrone,V_active_budget_m2_safe100,62,232,0000276_03401_d_0000524.jpg
visdrone,V_active_budget_m2_safe100,63,239,0000276_04801_d_0000531.jpg
visdrone,V_active_budget_m2_safe100,64,242,0000276_05601_d_0000535.jpg
visdrone,V_active_budget_m2_safe100,65,245,0000277_00001_d_0000539.jpg
visdrone,V_active_budget_m2_safe100,66,272,0000280_01801_d_0000621.jpg
visdrone,V_active_budget_m2_safe100,67,282,0000283_00601_d_0000677.jpg
visdrone,V_active_budget_m2_safe100,68,288,0000287_00601_d_0000762.jpg
visdrone,V_active_budget_m2_safe100,69,337,0000289_06801_d_0000845.jpg
visdrone,V_active_budget_m2_safe100,70,340,0000290_04001_d_0000867.jpg
visdrone,V_active_budget_m2_safe100,71,341,0000291_00001_d_0000868.jpg
visdrone,V_active_budget_m2_safe100,72,362,0000293_03601_d_0000940.jpg
visdrone,V_active_budget_m2_safe100,73,363,0000295_00000_d_0000021.jpg
visdrone,V_active_budget_m2_safe100,74,367,0000295_01000_d_0000026.jpg
visdrone,V_active_budget_m2_safe100,75,369,0000295_01400_d_0000028.jpg
visdrone,V_active_budget_m2_safe100,76,377,0000296_01001_d_0000040.jpg
visdrone,V_active_budget_m2_safe100,77,378,0000300_03201_d_0000154.jpg
visdrone,V_active_budget_m2_safe100,78,382,0000301_01201_d_0000162.jpg
visdrone,V_active_budget_m2_safe100,79,383,0000303_03401_d_0000200.jpg
visdrone,V_active_budget_m2_safe100,80,384,0000308_04401_d_0000327.jpg
visdrone,V_active_budget_m2_safe100,81,390,0000312_02201_d_0000425.jpg
visdrone,V_active_budget_m2_safe100,82,393,0000313_06401_d_0000468.jpg
visdrone,V_active_budget_m2_safe100,83,396,0000315_01601_d_0000509.jpg
visdrone,V_active_budget_m2_safe100,84,401,0000316_00801_d_0000523.jpg
visdrone,V_active_budget_m2_safe100,85,409,0000323_02601_d_0000645.jpg
visdrone,V_active_budget_m2_safe100,86,422,0000327_03201_d_0000727.jpg
visdrone,V_active_budget_m2_safe100,87,424,0000327_03601_d_0000729.jpg
visdrone,V_active_budget_m2_safe100,88,429,0000330_00201_d_0000801.jpg
visdrone,V_active_budget_m2_safe100,89,448,0000333_01765_d_0000010.jpg
visdrone,V_active_budget_m2_safe100,90,468,0000335_02549_d_0000056.jpg
visdrone,V_active_budget_m2_safe100,91,481,0000342_00393_d_0000244.jpg
visdrone,V_active_budget_m2_safe100,92,482,0000345_07057_d_0000345.jpg
visdrone,V_active_budget_m2_safe100,93,484,0000346_01961_d_0000356.jpg
visdrone,V_active_budget_m2_safe100,94,489,0000348_03333_d_0000423.jpg
visdrone,V_active_budget_m2_safe100,95,504,0000356_04313_d_0000651.jpg
visdrone,V_active_budget_m2_safe100,96,508,0000358_03333_d_0000697.jpg
visdrone,V_active_budget_m2_safe100,97,516,0000359_02353_d_0000708.jpg
visdrone,V_active_budget_m2_safe100,98,520,0000360_00001_d_0000713.jpg
visdrone,V_active_budget_m2_safe100,99,544,0000364_01177_d_0000799.jpg
